"","Year","YearCode","Harvest","Location","Treatment","first_value","second_value","Crop1","Plot","Intercropped","Monocrop","IWG","ALF","NRate","Rep","Date","QLengthCM","QWidthCM","QAreaHa","RowSpacing","RowsSampled","QIWGForWetG","SIWGForWetG","SIWGDryG","IWGQual","IWGDM","PlotIWGDryG","PlotIWGDryKG","PlotIWGDryKgHa","QSpikeDryG","QThreshedGrainDryG","PlotThreshedGrainKgHa","QAlfForWetG","SAlfWetG","SAlfDryG","AlfQual","AlfDM","PlotAlfDryG","PlotAlfDryKG","PlotAlfDryKgHa","PlotTotForageKgHa","QWeedsWetG","QWeedsDryG","IWGHeight1","IWGHeight2","IWGHeight3","IWGHeight4","IWGHeight5","IWGHeight6","IWGHeight7","IWGHeight8","IWGHeight9","IWGHeight10","IWGHeightAvg","IWGLodgingScore0to9","ALFHeight1","ALFHeight2","ALFHeight3","ALFHeight4","ALFHeight5","ALFHeight6","ALFHeight7","ALFHeight8","ALFHeight9","ALFHeight10","ALFHeightAvg","ALFLodgingScore0to9","Weednotes","LodgingPercent","WinterSurvivalScore","TillerLength","HeadLength","IWGCounts","AlfalfaLength","CombineAreamM2","CombineAreaHa","IWGNIRDM","IWGCP","IWGADF","IWGaNDF","IWGAsh","IWGFAT","IWGLignin","IWGdNDF30","IWGIVTDMD30","IWGdNDF48","IWGIVTDMD48","IWGCa","IWGP","IWGK","IWGMg","IWGESC","IWGWSC","IWGStarch","ALFNIRDM","ALFCP","ALFADF","ALFaNDF","ALFAsh","ALFFAT","ALFLignin","ALFdNDF30","ALFIVTDMD30","ALFdNDF48","ALFIVTDMD48","ALFCa","ALFP","ALFK","ALFMg","ALFESC","ALFWSC","ALFStarch","image_sample_wt_g","hull_N","nkd_N","spklt_N","hull_F","nkd_F","spklt_F","hull_A","hull_A_SD","nkd_A","nkd_A_SD","spklt_A","spklt_A_SD","hull_C","hull_C_SD","nkd_C","nkd_C_SD","spklt_C","spklt_C_SD","hull_L","hull_L_SD","nkd_L","nkd_L_SD","spklt_L","spklt_L_SD","hull_W","hull_W_SD","nkd_W","nkd_W_SD","spklt_W","spklt_W_SD","X2023MNGrainDeHulledg","X2023MNThreshedhullyweight","X2023MNGrainDeHulledKgHa","C","CROP","V","N","P","hullNHd","NdkNHd","SpkltNHd","WhSamDH","G","GXAdj"
"18",2024,"Z","Fall","NY",15,"Shockwave",NA,"Shockwave",217,"","y","","y",0,"2","21-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,218,218,71.2,NA,"32.66055046",71.2,0.0712,1226.224675,1226.224675,175,50.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,68,61,70,57,NA,NA,NA,NA,NA,63.8,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",0,"NY",NA,NA,NA,NA,NA,NA
"19",2024,"Z","Fall","NY",11,"Shockwave","IWG","Shockwave + IWG",218,"y","","y","y",40,"2","21-10-24",76.2,76.2,5.80644e-05,15,4,158,158,72.4,NA,"45.82278481",72.4,0.0724,1246.891383,NA,NA,NA,230,230,77.1,NA,"33.52173913",77.1,0.0771,1327.835989,2574.727372,5,0.35,39,39,37,38,35,NA,NA,NA,NA,NA,37.6,NA,60,54,60,70,64,NA,NA,NA,NA,NA,61.6,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",40,"NY",NA,NA,NA,NA,NA,NA
"20",2024,"Z","Fall","NY",12,"Shockwave","IWG","Shockwave + IWG",219,"y","","y","y",80,"2","21-10-24",76.2,76.2,5.80644e-05,15,4,104,104,63.5,NA,"61.05769231",63.5,0.0635,1093.613298,NA,NA,NA,115,115,41.3,NA,"35.91304348",41.3,0.0413,711.2792003,1804.892499,2,0.05,35,36,42,42,36,NA,NA,NA,NA,NA,38.2,NA,74,94,64,83,80,NA,NA,NA,NA,NA,79,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",80,"NY",NA,NA,NA,NA,NA,NA
"21",2024,"Z","Fall","NY",17,"Shockwave",NA,"Shockwave",301,"","y","","y",80,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,166,166,58.6,NA,"35.30120482",58.6,0.0586,1009.224241,1009.224241,391,123.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,46,73,58,68,NA,NA,NA,NA,NA,63.8,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",80,"NY",NA,NA,NA,NA,NA,NA
"22",2024,"Z","Fall","NY",15,"Shockwave",NA,"Shockwave",305,"","y","","y",0,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,27,27,17.9,NA,"66.2962963",17.9,0.0179,308.2783943,308.2783943,148,51.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,70,65,64,70,NA,NA,NA,NA,NA,65.2,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",0,"NY",NA,NA,NA,NA,NA,NA
"23",2024,"Z","Fall","NY",14,"Shockwave","IWG","Shockwave + IWG",310,"y","","y","y",160,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,168,168,78.7,NA,"46.8452381",78.7,0.0787,1355.3916,NA,NA,NA,89,89,37.6,NA,"42.24719101",37.6,0.0376,647.5568507,2002.94845,92,21.45,33,42,55,38,33,NA,NA,NA,NA,NA,40.2,NA,70,64,80,68,81,NA,NA,NA,NA,NA,72.6,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",160,"NY",NA,NA,NA,NA,NA,NA
"24",2024,"Z","Fall","NY",11,"Shockwave","IWG","Shockwave + IWG",311,"y","","y","y",40,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,256,256,113.1,NA,"44.1796875",113.1,0.1131,1947.837229,NA,NA,NA,59,59,26.7,NA,"45.25423729",26.7,0.0267,459.834253,2407.671482,4,0.55,41,35,52,43,31,NA,NA,NA,NA,NA,40.4,NA,58,40,50,51,40,NA,NA,NA,NA,NA,47.8,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",40,"NY",NA,NA,NA,NA,NA,NA
"25",2024,"Z","Fall","NY",19,"Shockwave",NA,"Shockwave",312,"","y","","y",160,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,9,9,10.6,NA,"117.7777778",10.6,0.0106,182.5559207,182.5559207,430,133.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,65,80,59,71,NA,NA,NA,NA,NA,67.6,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",160,"NY",NA,NA,NA,NA,NA,NA
"26",2024,"Z","Fall","NY",13,"Shockwave","IWG","Shockwave + IWG",313,"y","","y","y",120,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,229,229,99.9,NA,"43.62445415",99.9,0.0999,1720.503441,NA,NA,NA,20,20,16.6,NA,"83",16.6,0.0166,285.8894607,2006.392902,1,-0.25,39,33,32,33,42,NA,NA,NA,NA,NA,35.8,NA,50,73,56,53,78,NA,NA,NA,NA,NA,62,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",120,"NY",NA,NA,NA,NA,NA,NA
"27",2024,"Z","Fall","NY",10,"Shockwave","IWG","Shockwave + IWG",316,"y","","y","y",0,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,173,173,82.2,NA,"47.51445087",82.2,0.0822,1415.669498,NA,NA,NA,94,94,35.5,NA,"37.76595745",35.5,0.0355,611.3901117,2027.05961,5,0.95,36,43,30,27,35,NA,NA,NA,NA,NA,34.2,NA,57,60,57,60,62,NA,NA,NA,NA,NA,59.2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",0,"NY",NA,NA,NA,NA,NA,NA
"28",2024,"Z","Fall","NY",12,"Shockwave","IWG","Shockwave + IWG",318,"y","","y","y",80,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,141,141,70.6,NA,"50.07092199",70.6,0.0706,1215.891321,NA,NA,NA,194,194,66.9,NA,"34.48453608",66.9,0.0669,1152.168971,2368.060292,11,1.85,40,43,40,40,35,NA,NA,NA,NA,NA,39.6,NA,60,60,82,65,80,NA,NA,NA,NA,NA,69.4,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",80,"NY",NA,NA,NA,NA,NA,NA
"29",2024,"Z","Fall","NY",18,"Shockwave",NA,"Shockwave",321,"","y","","y",120,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,188,188,60.5,NA,"32.18085106",60.5,0.0605,1041.946528,1041.946528,196,60.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,83,67,60,84,NA,NA,NA,NA,NA,71.8,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",120,"NY",NA,NA,NA,NA,NA,NA
"30",2024,"Z","Fall","NY",16,"Shockwave",NA,"Shockwave",323,"","y","","y",40,"3","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,218,218,NA,NA,"0",NA,0,0,0,54,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,80,60,74,80,NA,NA,NA,NA,NA,73.6,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",40,"NY",NA,NA,NA,NA,NA,NA
"31",2024,"Z","Fall","NY",19,"Shockwave",NA,"Shockwave",401,"","y","","y",160,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,19,19,12.5,NA,"65.78947368",12.5,0.0125,215.2782083,215.2782083,228,67.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,54,30,39,53,NA,NA,NA,NA,NA,42.6,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",160,"NY",NA,NA,NA,NA,NA,NA
"32",2024,"Z","Fall","NY",12,"Shockwave","IWG","Shockwave + IWG",404,"y","","y","y",80,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,231,231,102,NA,"44.15584416",102,0.102,1756.67018,NA,NA,NA,36,36,21.9,NA,"60.83333333",21.9,0.0219,377.167421,2133.837601,4,0.55,38,39,30,34,36,NA,NA,NA,NA,NA,35.4,NA,52,45,57,45,43,NA,NA,NA,NA,NA,48.4,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",80,"NY",NA,NA,NA,NA,NA,NA
"33",2024,"Z","Fall","NY",13,"Shockwave","IWG","Shockwave + IWG",405,"y","","y","y",120,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,110,110,63.9,NA,"58.09090909",63.9,0.0639,1100.502201,NA,NA,NA,-8,-8,4.9,NA,"-61.25",4.9,0.0049,84.38905767,1184.891259,2,-0.05,29,34,29,30,37,NA,NA,NA,NA,NA,31.8,NA,25,43,28,27,36,NA,NA,NA,NA,NA,31.8,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",120,"NY",NA,NA,NA,NA,NA,NA
"34",2024,"Z","Fall","NY",10,"Shockwave","IWG","Shockwave + IWG",406,"y","","y","y",0,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,90,90,57.5,NA,"63.88888889",57.5,0.0575,990.2797583,NA,NA,NA,-18,-18,2.4,NA,"-13.33333333",2.4,0.0024,41.333416,1031.613174,1,-0.65,35,22,35,33,37,NA,NA,NA,NA,NA,32.4,NA,34,53,34,26,35,NA,NA,NA,NA,NA,36.4,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",0,"NY",NA,NA,NA,NA,NA,NA
"35",2024,"Z","Fall","NY",14,"Shockwave","IWG","Shockwave + IWG",408,"y","","y","y",160,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,216,216,96.8,NA,"44.81481481",96.8,0.0968,1667.114445,NA,NA,NA,67,67,30.3,NA,"45.2238806",30.3,0.0303,521.834377,2188.948822,5,0.85,55,50,47,46,36,NA,NA,NA,NA,NA,46.8,NA,56,72,57,70,80,NA,NA,NA,NA,NA,67,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",160,"NY",NA,NA,NA,NA,NA,NA
"36",2024,"Z","Fall","NY",16,"Shockwave",NA,"Shockwave",409,"","y","","y",40,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34,34,18.1,NA,"53.23529412",18.1,0.0181,311.7228457,311.7228457,278,80.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,73,54,65,76,NA,NA,NA,NA,NA,64.6,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",40,"NY",NA,NA,NA,NA,NA,NA
"37",2024,"Z","Fall","NY",18,"Shockwave",NA,"Shockwave",414,"","y","","y",120,"4","22-10-24",76.2,76.2,5.80644e-05,15,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,42,42,23.2,NA,"55.23809524",23.2,0.0232,399.5563547,399.5563547,232,76.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,24,51,28,54,NA,NA,NA,NA,NA,36.6,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",120,"NY",NA,NA,NA,NA,NA,NA
